TREAT,AGE,EDUC,BLACK,MARR,NODEGREE,RE74,RE75,U74,U75,EARNINGS
0,23,10,0,1,1,19984.5,21483.9,0,0,17732.7
0,27,7,0,1,1,19984.5,20409.7,0,0,31032.3
0,24,10,0,1,1,19592.7,25064.5,0,0,29554.5
0,41,9,0,1,1,19592.7,21483.9,0,0,20304
0,22,11,0,1,1,19592.7,20588.7,0,0,27929
0,38,8,0,1,1,19592.7,19693.5,0,0,23643.6
0,38,8,0,1,1,19592.7,19693.5,0,0,23643.6
0,53,7,0,1,1,19592.7,19693.5,0,0,22165.9
0,38,8,0,1,1,19592.7,17903.2,0,0,30207.7
0,52,8,0,1,1,19592.7,17903.2,0,0,17289.4
0,52,9,0,1,1,19592.7,16112.9,0,0,24045.6
0,50,10,0,1,1,19592.7,15933.9,0,0,29554.5
0,22,10,0,1,1,19592.7,15217.7,0,0,0
0,36,8,0,1,1,19592.7,11995.2,0,0,16993.9
0,36,8,0,1,1,19592.7,11995.2,0,0,16993.9
0,33,10,0,1,1,19592.7,10741.9,0,0,26599.1
0,51,11,0,1,1,19592.7,6982.26,0,0,26599.1
0,35,9,0,1,1,19200.8,17706.3,0,0,8866.36
0,49,4,0,1,1,19200.8,7161.29,0,0,2955.45
0,47,10,0,1,1,19004.9,17903.2,0,0,21722.6
0,47,10,0,1,1,19004.9,17903.2,0,0,21722.6
0,40,10,0,1,1,18417.1,17903.2,0,0,20688.2
0,40,10,0,1,1,18417.1,17903.2,0,0,20688.2
0,20,9,0,1,1,18285.8,20767.7,0,0,23643.6
0,23,8,0,1,1,18221.2,25073.5,0,0,12117.4
0,44,8,0,1,1,18025.3,18798.4,0,0,28076.8
0,23,10,0,1,1,17829.3,21483.9,0,0,23643.6
0,32,8,0,1,1,17829.3,21483.9,0,0,20688.2
0,54,11,0,1,1,17829.3,15754.8,0,0,18102.2
0,38,9,0,1,1,17829.3,7877.42,0,0,20688.2
0,46,11,0,1,1,17684.3,16112.9,0,0,19210.4
0,47,10,0,1,1,17633.4,19693.5,0,0,30884.5
0,26,8,0,1,1,17633.4,18440.3,0,0,886.636
0,34,6,0,1,1,17633.4,17903.2,0,0,4876.5
0,44,11,0,1,1,17633.4,16471,0,0,14555.6
0,18,9,0,1,1,17633.4,16112.9,0,0,17584.9
0,35,9,0,1,1,17633.4,16112.9,0,0,17732.7
0,29,8,0,1,1,17633.4,16112.9,0,0,11821.8
0,33,8,0,1,1,17633.4,12890.3,0,0,22165.9
0,46,10,0,1,1,17633.4,10741.9,0,0,5910.91
0,21,9,0,1,1,17633.4,3202.89,0,0,3251
0,22,11,0,1,1,17633.4,0,0,1,13299.5
0,34,7,0,0,1,17619.7,20481.3,0,0,19432.1
0,31,8,0,1,1,17241.5,15754.8,0,0,16210.7
0,23,11,0,1,1,17045.6,11986.2,0,0,5910.91
0,47,11,0,1,1,16928.1,15409.3,0,0,17732.7
0,20,10,0,1,1,16849.7,11995.2,0,0,17880.5
0,28,9,0,1,1,16653.8,17158.5,0,0,17957.3
0,33,10,0,1,1,16653.8,16112.9,0,0,12560.7
0,21,11,0,1,1,16653.8,13427.4,0,0,10344.1
0,22,11,0,0,1,16653.8,3759.68,0,0,0
0,46,8,0,1,1,16457.8,16112.9,0,0,16255
0,45,4,0,1,1,16261.9,28108.1,0,0,28076.8
0,24,10,0,1,1,16144.4,20767.7,0,0,22904.8
0,30,11,0,1,1,16066,17989.2,0,0,23052.5
0,30,11,0,1,1,16066,17989.2,0,0,23052.5
0,35,10,0,1,1,15921,16148.7,0,0,16606.7
0,31,11,0,1,1,15870.1,15602.7,0,0,17732.7
0,37,8,0,1,1,15674.1,26317.7,0,0,36943.2
0,18,10,0,1,1,15674.1,21483.9,0,0,24973.6
0,21,9,0,1,1,15674.1,19693.5,0,0,1773.27
0,47,10,0,1,1,15674.1,19693.5,0,0,22165.9
0,47,10,0,1,1,15674.1,19693.5,0,0,22165.9
0,50,8,0,1,1,15674.1,18109.1,0,0,17437.2
0,46,8,0,1,1,15674.1,17903.2,0,0,17732.7
0,43,10,0,1,1,15674.1,17903.2,0,0,19709.9
0,21,10,0,1,1,15674.1,16112.9,0,0,20141.4
0,24,9,0,1,1,15674.1,16112.9,0,0,36943.2
0,54,7,0,1,1,15674.1,16112.9,0,0,18841
0,53,6,0,1,1,15674.1,15217.7,0,0,14777.3
0,46,7,0,1,1,15674.1,14680.6,0,0,9605.22
0,46,4,0,1,1,15674.1,14322.6,0,0,8866.36
0,18,10,0,1,1,15674.1,10741.9,0,0,20688.2
0,49,8,0,0,1,15674.1,1074.19,0,0,0
0,27,9,0,1,1,15478.2,16471,0,0,15516.1
0,34,6,0,1,1,15478.2,16112.9,0,0,16255
0,30,9,0,1,1,15478.2,7877.42,0,0,8866.36
0,20,9,0,1,1,15282.3,15933.9,0,0,20614.3
0,46,8,0,0,1,15282.3,13158.9,0,0,10048.5
0,34,11,0,1,1,15184.3,0,0,1,19210.4
0,50,7,0,1,1,15160.8,15933.9,0,0,17732.7
0,50,7,0,1,1,15160.8,15933.9,0,0,17732.7
0,43,3,0,1,1,15086.4,15933.9,0,0,14038.4
0,28,9,0,0,1,15086.4,13248.4,0,0,19210.4
0,45,4,0,1,1,15004.1,13586.8,0,0,17686.9
0,29,9,0,1,1,14890.4,19693.5,0,0,25860.2
0,31,10,0,1,1,14890.4,12532.3,0,0,16255
0,20,11,0,1,1,14694.5,17008.1,0,0,0
0,24,11,0,1,1,14694.5,15575.8,0,0,14777.3
0,38,11,0,1,1,14694.5,14322.6,0,0,28076.8
0,49,10,0,1,1,14694.5,14322.6,0,0,8423.04
0,19,8,0,1,1,14694.5,12532.3,0,0,18539.6
0,39,8,0,1,1,14694.5,12532.3,0,0,16255
0,46,8,0,1,1,14498.6,10741.9,0,0,14186.2
0,51,8,0,1,1,14465.3,21752.4,0,0,0
0,21,11,0,1,1,14400.6,11458.1,0,0,0
0,40,10,0,1,1,14302.6,24169.4,0,0,21427
0,40,10,0,1,1,14302.6,24169.4,0,0,21427
0,54,8,0,1,1,14302.6,0,0,1,8866.36
0,54,8,0,1,1,14302.6,0,0,1,8866.36
0,25,9,0,1,1,14263.5,12890.3,0,0,16255
0,23,11,0,1,1,14263.5,8414.52,0,0,26599.1
0,52,4,0,1,1,14106.7,15074.5,0,0,14422.6
0,53,7,0,1,1,14106.7,14322.6,0,0,13299.5
0,53,8,0,1,1,14106.7,14322.6,0,0,14843.8
0,28,11,0,1,1,14106.7,10741.9,0,0,20392.6
0,44,9,0,1,1,14051.9,13905.4,0,0,16373.2
0,28,6,0,1,1,13734.5,6395.03,0,0,10048.5
0,32,7,0,1,1,13714.9,17008.1,0,0,19613.9
0,45,3,0,1,1,13714.9,16112.9,0,0,23643.6
0,52,5,0,1,1,13714.9,14322.6,0,0,14777.3
0,20,11,0,0,1,13714.9,14322.6,0,0,36943.2
0,52,8,0,1,1,13714.9,14322.6,0,0,8748.14
0,21,10,0,1,1,13714.9,14080.9,0,0,7249.73
0,31,11,0,1,1,13714.9,13785.5,0,0,20688.2
0,52,10,0,1,1,13714.9,12174.2,0,0,23643.6
0,37,11,0,1,1,13714.9,9259.55,0,0,0
0,22,11,0,1,1,13714.9,8593.55,0,0,8866.36
0,39,7,0,1,1,13714.9,6624.19,0,0,0
0,19,11,0,1,1,13714.9,6416.52,0,0,27781.3
0,20,11,0,0,1,13714.9,6194.52,0,0,14777.3
0,40,10,0,0,1,13616.9,10741.9,0,0,15368.4
0,41,9,0,1,1,13518.9,13964.5,0,0,17732.7
0,30,8,0,1,1,13303.4,17903.2,0,0,14333.9
0,35,7,0,1,1,13127.1,12711.3,0,0,13447.3
0,35,7,0,1,1,13127.1,12711.3,0,0,13447.3
0,25,11,0,1,1,12735.2,21483.9,0,0,8204.34
0,28,9,0,1,1,12735.2,12532.3,0,0,17732.7
0,44,8,0,1,1,12735.2,10312.3,0,0,12412.9
0,20,11,0,1,1,12735.2,7161.29,0,0,14038.4
0,33,9,0,1,1,12735.2,6266.13,0,0,8866.36
0,33,9,0,1,1,12735.2,6266.13,0,0,8866.36
0,37,11,0,1,1,12735.2,0,0,1,0
0,49,6,0,1,1,12539.3,16471,0,0,13595.1
0,49,6,0,1,1,12539.3,16471,0,0,13595.1
0,45,11,0,1,1,12382.6,21483.9,0,0,0
0,45,11,0,1,1,12382.6,21483.9,0,0,0
0,53,8,0,1,1,12235.6,0,0,1,7240.86
0,30,9,0,1,1,12178.8,11493.9,0,0,12847.4
0,53,4,0,1,1,12039.7,2660.42,0,0,7388.63
0,26,10,0,0,1,12000.5,14322.6,0,0,17732.7
0,51,8,0,1,1,11986.8,1546.84,0,0,0
0,41,9,0,1,1,11951.5,12890.3,0,0,8718.59
0,45,0,0,1,1,11755.6,16112.9,0,0,10344.1
0,34,10,0,1,1,11755.6,12174.2,0,0,11821.8
0,43,9,0,1,1,11755.6,10741.9,0,0,10344.1
0,48,8,0,1,1,11755.6,8844.19,0,0,3073.67
0,48,8,0,1,1,11755.6,8844.19,0,0,3073.67
0,53,2,0,1,1,11755.6,8593.55,0,0,0
0,46,10,0,1,1,11755.6,7161.29,0,0,10166.8
0,46,10,0,1,1,11755.6,7161.29,0,0,10166.8
0,27,9,0,1,1,11749.7,2327.42,0,0,19210.4
0,31,8,0,1,1,11167.8,19335.5,0,0,20688.2
0,35,8,0,1,1,11167.8,18796.6,0,0,13299.5
0,23,9,0,1,1,11167.8,11995.2,0,0,11891.3
0,21,11,0,0,1,11167.8,5370.97,0,0,13151.8
0,37,8,0,1,1,10971.9,13427.4,0,0,14777.3
0,33,10,0,1,1,10971.9,12174.2,0,0,24825.8
0,54,10,0,1,1,10776,32225.8,0,0,19210.4
0,42,6,0,1,1,10776,22558.1,0,0,11821.8
0,19,10,0,1,1,10776,14322.6,0,0,23643.6
0,29,8,0,1,1,10776,8951.61,0,0,9605.22
0,28,8,0,1,1,10678,10382.1,0,0,15146.7
0,39,7,0,1,1,10580,17545.2,0,0,0
0,25,10,0,1,1,10580,8647.26,0,0,8866.36
0,44,6,0,1,1,10450.7,13427.4,0,0,17023.4
0,19,10,0,1,1,10431.1,6982.26,0,0,9753
0,47,8,0,1,1,10286.2,7161.29,0,0,1477.73
0,27,6,0,1,1,9992.26,11637.1,0,0,13299.5
0,21,11,0,1,1,9992.26,4114.16,0,0,17732.7
0,37,7,0,1,1,9796.33,29719.4,0,0,5172.04
0,24,11,0,1,1,9796.33,24885.5,0,0,25121.4
0,43,11,0,1,1,9796.33,21483.9,0,0,22165.9
0,38,7,0,1,1,9796.33,5370.97,0,0,11821.8
0,34,10,0,1,1,9796.33,2327.42,0,0,26599.1
0,28,8,0,1,1,9404.48,14322.6,0,0,12560.7
0,27,10,0,1,1,9404.48,11812.5,0,0,11821.8
0,49,11,0,1,1,9404.48,11637.1,0,0,9457.45
0,47,4,0,1,1,9355.5,20884.1,0,0,20512.3
0,20,10,0,1,1,9208.55,8951.61,0,0,16255
0,23,9,0,1,1,9012.63,0,0,1,14777.3
0,46,9,0,1,1,8816.7,14322.6,0,0,13299.5
0,25,10,0,1,1,8816.7,8056.45,0,0,13299.5
0,27,8,0,1,1,8424.85,7698.39,0,0,15072.8
0,33,10,0,1,1,8272.02,2619.24,0,0,0
0,26,8,0,1,1,8150.55,7447.74,0,0,9900.77
0,40,11,0,1,1,8072.18,0,0,1,1477.73
0,32,10,0,1,1,7837.07,16112.9,0,0,11082.9
0,22,11,0,1,1,7837.07,13964.5,0,0,15072.8
0,39,8,0,1,1,7837.07,9846.77,0,0,0
0,49,5,0,1,1,7837.07,8056.45,0,0,11821.8
0,41,10,0,1,1,7562.77,9134.23,0,0,11821.8
0,29,10,0,1,1,7347.25,0,0,1,0
0,45,2,0,1,1,6857.43,7161.29,0,0,4433.18
0,22,11,0,1,1,6802.57,1790.32,0,0,7388.63
0,20,11,0,1,1,6661.51,5370.97,0,0,1182.18
0,55,8,0,1,1,6661.51,3820.55,0,0,4255.85
0,22,11,0,1,1,6442.07,5818.55,0,0,2216.59
0,43,10,0,1,1,5877.8,17903.2,0,0,20688.2
0,25,9,0,0,1,5877.8,13427.4,0,0,12117.4
0,25,8,0,1,1,5877.8,0,0,1,8866.36
0,20,8,0,0,1,5681.87,3584.23,0,0,7240.86
0,20,9,0,1,1,5387.98,8951.61,0,0,13299.5
0,52,8,0,1,1,5290.02,0,0,1,6797.54
0,19,10,0,0,1,5094.09,4296.77,0,0,14777.3
0,19,9,0,1,1,4858.98,6087.1,0,0,10639.6
0,51,7,0,1,1,4702.24,8951.61,0,0,11082.9
0,47,4,0,1,1,4702.24,8593.55,0,0,24641.1
0,18,11,0,0,1,4351.53,32270.6,0,0,2364.36
0,23,6,0,1,1,4114.46,7161.29,0,0,8127.5
0,19,11,0,0,1,4114.46,4654.84,0,0,8570.81
0,40,10,0,1,1,3918.53,4833.87,0,0,7248.25
0,20,11,0,0,1,3844.08,9846.77,0,0,13299.5
0,23,11,0,0,1,3526.68,2685.48,0,0,8127.5
0,51,7,0,1,1,3291.57,8951.61,0,0,0
0,19,11,0,0,1,3221.03,12532.3,0,0,14777.3
0,52,0,0,1,1,3134.83,0,0,1,295.545
0,20,10,0,0,1,2938.9,8951.61,0,0,10344.1
0,55,7,0,0,1,2938.9,8342.9,0,0,0
0,42,8,0,1,1,1763.34,0,0,1,8866.36
0,42,8,0,1,1,1763.34,0,0,1,8866.36
0,20,11,0,1,1,1567.41,3222.58,0,0,2955.45
0,20,10,0,0,1,1381.28,3523.35,0,0,9309.68
0,38,2,0,0,1,1077.6,6266.13,0,0,2955.45
0,37,9,0,0,1,940.448,3544.84,0,0,1152.63
0,54,8,0,1,1,293.89,537.097,0,0,295.545
0,28,11,0,1,1,0,62661.3,1,0,118218
0,49,9,0,1,1,0,21483.9,1,0,69453.1
0,34,11,0,1,1,0,19693.5,1,0,14777.3
0,53,6,0,1,1,0,17187.1,1,0,45809.5
0,53,8,0,1,1,0,14322.6,1,0,0
0,46,8,0,1,1,0,8951.61,1,0,0
0,46,8,0,1,1,0,8951.61,1,0,0
0,45,9,0,1,1,0,313.306,1,0,4063.75
0,41,8,0,1,1,0,0,1,1,0
0,41,8,0,1,1,0,0,1,1,0
0,22,9,0,1,1,0,0,1,1,16846.1
0,48,6,0,1,1,0,0,1,1,0
0,50,10,0,1,1,0,0,1,1,0
0,54,10,0,1,1,0,0,1,1,0
0,42,8,0,1,1,0,0,1,1,0
0,31,9,0,1,1,0,0,1,1,0
0,48,11,0,0,1,0,0,1,1,0
0,53,9,0,1,1,0,0,1,1,0
0,41,8,0,1,1,0,0,1,1,7093.09
0,50,8,0,1,1,0,0,1,1,0
0,52,8,0,1,1,0,0,1,1,0
0,33,11,0,1,1,0,0,1,1,0
0,33,11,0,1,1,0,0,1,1,0
0,50,11,0,1,1,0,0,1,1,10344.1
0,53,8,0,1,1,0,0,1,1,0
0,40,8,0,1,1,0,0,1,1,0
0,46,6,0,1,1,0,0,1,1,0
0,52,7,0,1,1,0,0,1,1,0
0,53,7,0,1,1,0,0,1,1,0
0,38,11,0,1,1,0,0,1,1,0
0,40,7,0,1,1,0,0,1,1,8866.36
0,40,7,0,1,1,0,0,1,1,8866.36
0,36,9,0,1,1,0,0,1,1,0
0,48,11,0,1,1,0,0,1,1,11821.8
0,37,10,0,1,1,0,0,1,1,0
0,40,8,0,1,1,0,0,1,1,0
0,45,9,0,1,1,0,0,1,1,0
0,52,8,0,1,1,0,0,1,1,0
0,41,11,0,1,1,0,0,1,1,14481.7
0,40,10,0,1,1,0,0,1,1,0
0,54,9,0,1,1,0,0,1,1,0
0,46,9,0,1,1,0,0,1,1,0
0,48,9,0,1,1,0,0,1,1,0
0,46,9,0,1,1,0,0,1,1,0
0,45,8,0,1,1,0,0,1,1,0
0,41,8,0,1,1,0,0,1,1,0
0,55,8,0,1,1,0,0,1,1,0
0,47,8,0,0,1,0,0,1,1,0
0,53,7,0,0,1,0,0,1,1,0
0,53,6,0,1,1,0,0,1,1,0
0,45,12,0,1,0,137149,156653,0,0,88663.6
0,42,16,0,1,0,103841,93096.8,0,0,100485
0,28,16,0,1,0,97963.3,89516.1,0,0,70930.9
0,50,16,0,1,0,97963.3,34016.1,0,0,33987.7
0,49,16,0,1,0,94044.8,98467.7,0,0,73886.3
0,55,17,0,1,0,88167,98467.7,0,0,88663.6
0,37,17,0,1,0,82289.2,85040.3,0,0,110829
0,47,16,0,1,0,78370.7,78774.2,0,0,97677.7
0,32,17,0,1,0,76411.4,64451.6,0,0,99007.7
0,51,17,0,1,0,74452.1,0,0,1,0
0,48,15,0,1,0,73472.5,71612.9,0,0,85708.1
0,49,12,0,1,0,72492.9,71433.9,0,0,0
0,50,14,0,1,0,70533.6,29540.3,0,0,51720.4
0,47,16,0,1,0,68574.3,71612.9,0,0,73886.3
0,42,17,0,1,0,68574.3,64451.6,0,0,62064.5
0,28,15,0,1,0,68574.3,62661.3,0,0,66497.7
0,48,16,0,1,0,68574.3,59080.6,0,0,62064.5
0,53,16,0,1,0,68574.3,39387.1,0,0,67236.6
0,47,17,0,1,0,68574.3,38671,0,0,0
0,51,12,0,0,0,67594.7,62661.3,0,0,71669.7
0,40,16,0,1,0,66615.1,57290.3,0,0,66497.7
0,52,17,0,1,0,63676.2,60871,0,0,59109.1
0,30,13,0,1,0,62696.5,75193.5,0,0,70930.9
0,46,16,0,1,0,62696.5,57290.3,0,0,63542.2
0,47,16,0,1,0,60737.3,60871,0,0,78319.5
0,47,16,0,1,0,60737.3,60871,0,0,78319.5
0,41,17,0,1,0,59385.4,59438.7,0,0,82752.7
0,39,14,0,1,0,58778,57290.3,0,0,74625.2
0,38,16,0,1,0,58778,53709.7,0,0,41376.3
0,44,17,0,1,0,58778,53709.7,0,0,53198.2
0,38,16,0,1,0,58778,50129,0,0,38420.9
0,36,17,0,1,0,58778,46548.4,0,0,56153.6
0,47,14,0,1,0,58778,26854.8,0,0,32510
0,48,14,0,1,0,56818.7,57290.3,0,0,57631.3
0,46,12,0,1,0,56818.7,48338.7,0,0,73886.3
0,48,16,0,1,0,54859.5,53709.7,0,0,73886.3
0,48,16,0,1,0,54859.5,53709.7,0,0,73886.3
0,42,16,0,1,0,54859.5,53709.7,0,0,53641.5
0,41,17,0,1,0,54859.5,52993.5,0,0,50242.7
0,33,17,0,1,0,54859.5,46548.4,0,0,76841.8
0,32,12,0,1,0,54859.5,39387.1,0,0,40878.4
0,52,16,0,1,0,53879.8,53709.7,0,0,63837.8
0,45,15,0,1,0,53879.8,51919.4,0,0,45809.5
0,28,16,0,1,0,52900.2,59080.6,0,0,36943.2
0,47,17,0,1,0,52900.2,49233.9,0,0,54675.9
0,32,16,0,1,0,52900.2,48338.7,0,0,0
0,44,17,0,1,0,51920.6,56753.2,0,0,53198.2
